Text,Intent
THAT'S A YES,confirm
THAT'S A YES,confirm
I'M IN,confirm
I'M IN,confirm
I'M IN,confirm
"YES, I AGREE",confirm
"YES, I AGREE",confirm
"YES, I AGREE",confirm
FOR SURE,confirm
FOR SURE,confirm
FOR SURE,confirm
THAT'S RIGHT,confirm
THAT'S RIGHT,confirm
THAT'S RIGHT,confirm
"YEAH, I WILL",confirm
"YEAH, I WILL",confirm
"YEAH, I WILL",confirm
COUNT ME IN,confirm
COUNT ME IN,confirm
COUNT ME IN,confirm
"YES, PLEASE",confirm
"YES, PLEASE",confirm
"YES, PLEASE",confirm
SURE THING,confirm
SURE THING,confirm
SURE THING,confirm
NO DOUBT,confirm
NO DOUBT,confirm
NO DOUBT,confirm
"YES, I CAN",confirm
"YES, I CAN",confirm
"YES, I CAN",confirm
"YEAH, DEFINITELY",confirm
"YEAH, DEFINITELY",confirm
"YEAH, DEFINITELY",confirm
I'M ALL IN,confirm
I'M ALL IN,confirm
I'M ALL IN,confirm
"OKAY, I WANT",confirm
"OKAY, I WANT",confirm
"OKAY, I WANT",confirm
"FOR SURE, YES",confirm
"FOR SURE, YES",confirm
"FOR SURE, YES",confirm
I'M READY,confirm
I'M READY,confirm
I'M READY,confirm
"YES, I DO WANT",confirm
"YES, I DO WANT",confirm
"YES, I DO WANT",confirm
"YES, I AGREE WITH THAT",confirm
"YES, I AGREE WITH THAT",confirm
"YES, I AGREE WITH THAT",confirm
ABSOLUTELY YES,confirm
ABSOLUTELY YES,confirm
ABSOLUTELY YES,confirm
"YEP, I DO",confirm
"YEP, I DO",confirm
"YEP, I DO",confirm
"YES, I WILL DO IT",confirm
"YES, I WILL DO IT",confirm
"YES, I WILL DO IT",confirm
I WOULD BE HAPPY TO,confirm
I WOULD BE HAPPY TO,confirm
I WOULD BE HAPPY TO,confirm
I'M UP FOR IT,confirm
I'M UP FOR IT,confirm
I'M UP FOR IT,confirm
"YES, I'M ON IT",confirm
"YES, I'M ON IT",confirm
"YES, I'M ON IT",confirm
I AGREE WITH YOU,confirm
I AGREE WITH YOU,confirm
I AGREE WITH YOU,confirm
"YES, THAT'S FINE",confirm
"YES, THAT'S FINE",confirm
"YES, THAT'S FINE",confirm
"YEAH, I CAN",confirm
"YEAH, I CAN",confirm
"YEAH, I CAN",confirm
I'LL DO IT,confirm
I'LL DO IT,confirm
I'LL DO IT,confirm
I'M GOOD WITH IT,confirm
I'M GOOD WITH IT,confirm
I'M GOOD WITH IT,confirm
I CAN DO THAT,confirm
I CAN DO THAT,confirm
I CAN DO THAT,confirm
"YES, DEFINITELY SO",confirm
"YES, DEFINITELY SO",confirm
"YES, DEFINITELY SO",confirm
"OK, I'M IN",confirm
"OK, I'M IN",confirm
"OK, I'M IN",confirm
"YEP, THAT'S CORRECT",confirm
"YEP, THAT'S CORRECT",confirm
"YEP, THAT'S CORRECT",confirm
"SURE, NO PROBLEM",confirm
"SURE, NO PROBLEM",confirm
"SURE, NO PROBLEM",confirm
"OKAY, I AGREE",confirm
"OKAY, I AGREE",confirm
"OKAY, I AGREE",confirm
"SURE, WHY NOT",confirm
"SURE, WHY NOT",confirm
"SURE, WHY NOT",confirm
I'LL GO WITH IT,confirm
I'LL GO WITH IT,confirm
I'LL GO WITH IT,confirm
"YEAH, THAT WORKS",confirm
"YEAH, THAT WORKS",confirm
"YEAH, THAT WORKS",confirm
I'M ALL FOR IT,confirm
I'M ALL FOR IT,confirm
I'M ALL FOR IT,confirm
"YES, THAT'S GOOD",confirm
"YES, THAT'S GOOD",confirm
"YES, THAT'S GOOD",confirm
"YEAH, LET'S DO IT",confirm
"YEAH, LET'S DO IT",confirm
"YEAH, LET'S DO IT",confirm
"SURE, I CAN HELP",confirm
"SURE, I CAN HELP",confirm
"SURE, I CAN HELP",confirm
I'M GOOD WITH THAT,confirm
I'M GOOD WITH THAT,confirm
I'M GOOD WITH THAT,confirm
"YES, LET'S GO",confirm
"YES, LET'S GO",confirm
"YES, LET'S GO",confirm
I CAN HANDLE IT,confirm
I CAN HANDLE IT,confirm
I CAN HANDLE IT,confirm
"YES, I'M READY",confirm
"YES, I'M READY",confirm
"YES, I'M READY",confirm
I'LL BE THERE,confirm
I'LL BE THERE,confirm
I'LL BE THERE,confirm
"YES, I UNDERSTAND",confirm
"YES, I UNDERSTAND",confirm
"YES, I UNDERSTAND",confirm
I'VE GOT IT,confirm
I'VE GOT IT,confirm
I'VE GOT IT,confirm
"YES, I WOULD LIKE THAT",confirm
"YES, I WOULD LIKE THAT",confirm
"YES, I WOULD LIKE THAT",confirm
"YES, I REALLY WANT TO",confirm
"YES, I REALLY WANT TO",confirm
"YES, I REALLY WANT TO",confirm
"YEP, I CAN DO THAT",confirm
"YEP, I CAN DO THAT",confirm
"YEP, I CAN DO THAT",confirm
"SURE, I’M INTERESTED",confirm
"SURE, I’M INTERESTED",confirm
"SURE, I’M INTERESTED",confirm
I’M READY FOR THAT,confirm
I’M READY FOR THAT,confirm
I’M READY FOR THAT,confirm
I CAN DEFINITELY DO IT,confirm
I CAN DEFINITELY DO IT,confirm
I CAN DEFINITELY DO IT,confirm
I WOULD LOVE THAT,confirm
I WOULD LOVE THAT,confirm
I WOULD LOVE THAT,confirm
I'M ALL IN FOR IT,confirm
I'M ALL IN FOR IT,confirm
I'M ALL IN FOR IT,confirm
"YES, THAT SOUNDS GREAT",confirm
"YES, THAT SOUNDS GREAT",confirm
"YES, THAT SOUNDS GREAT",confirm
"YEAH, I’M IN",confirm
"YEAH, I’M IN",confirm
"YEAH, I’M IN",confirm
I’M DOWN FOR THAT,confirm
I’M DOWN FOR THAT,confirm
I’M DOWN FOR THAT,confirm
"YES, I AGREE WITH YOU",confirm
"YES, I AGREE WITH YOU",confirm
"YES, I AGREE WITH YOU",confirm
"SURE, THAT WORKS FOR ME",confirm
"SURE, THAT WORKS FOR ME",confirm
"SURE, THAT WORKS FOR ME",confirm
I’M UP FOR IT,confirm
I’M UP FOR IT,confirm
I’M UP FOR IT,confirm
"OF COURSE, I CAN HELP",confirm
"OF COURSE, I CAN HELP",confirm
"OF COURSE, I CAN HELP",confirm
"YES, LET'S DO IT",confirm
"YES, LET'S DO IT",confirm
"YES, LET'S DO IT",confirm
I'M GOOD WITH THAT,confirm
I'M GOOD WITH THAT,confirm
I'M GOOD WITH THAT,confirm
I CAN GO WITH THAT,confirm
I CAN GO WITH THAT,confirm
I CAN GO WITH THAT,confirm
"YES, I'M ON BOARD",confirm
"YES, I'M ON BOARD",confirm
"YES, I'M ON BOARD",confirm
"YES, I’M READY TO GO",confirm
"YES, I’M READY TO GO",confirm
"YES, I’M READY TO GO",confirm
"YEAH, I AGREE",confirm
"YEAH, I AGREE",confirm
"YEAH, I AGREE",confirm
"YES, I’M ON IT",confirm
"YES, I’M ON IT",confirm
"YES, I’M ON IT",confirm
I CAN HANDLE THAT,confirm
I CAN HANDLE THAT,confirm
I CAN HANDLE THAT,confirm
"YES, I’M EXCITED FOR IT",confirm
"YES, I’M EXCITED FOR IT",confirm
"YES, I’M EXCITED FOR IT",confirm
"YES, THAT’S EXACTLY WHAT I WANT",confirm
"YES, THAT’S EXACTLY WHAT I WANT",confirm
"YES, THAT’S EXACTLY WHAT I WANT",confirm
"SURE, I CAN MAKE IT HAPPEN",confirm
"SURE, I CAN MAKE IT HAPPEN",confirm
"SURE, I CAN MAKE IT HAPPEN",confirm
"YES, THAT SOUNDS PERFECT",confirm
"YES, THAT SOUNDS PERFECT",confirm
"YES, THAT SOUNDS PERFECT",confirm
I’M GOOD WITH THAT PLAN,confirm
I’M GOOD WITH THAT PLAN,confirm
I’M GOOD WITH THAT PLAN,confirm
I CAN DO THAT FOR SURE,confirm
I CAN DO THAT FOR SURE,confirm
I CAN DO THAT FOR SURE,confirm
"YES, I UNDERSTAND",confirm
"YES, I UNDERSTAND",confirm
"YES, I UNDERSTAND",confirm
"YES, I WILL DO IT",confirm
"YES, I WILL DO IT",confirm
"YES, I WILL DO IT",confirm
"YES, I’M COMMITTED",confirm
"YES, I’M COMMITTED",confirm
"YES, I’M COMMITTED",confirm
"YEP, THAT’S WHAT I’M LOOKING FOR",confirm
"YEP, THAT’S WHAT I’M LOOKING FOR",confirm
"YEP, THAT’S WHAT I’M LOOKING FOR",confirm
I’M ALL ABOUT IT,confirm
I’M ALL ABOUT IT,confirm
